Label,Symptoms
Eczema Photos,"areas of discoloration, oozing and crusting, thickened, cracked, or scaly skin, Itchy skin, red to brownish-gray patches, rash, dark circles under the eyes, small raised bumps, dry skin, raw, sensitive, swollen skin"
Eczema Photos,"Itchy skin, oozing and crusting, raw, sensitive, swollen skin, areas of discoloration, red to brownish-gray patches, dark circles under the eyes, thickened, cracked, or scaly skin, rash, small raised bumps, dry skin"
Eczema Photos,"dry skin, thickened, cracked, or scaly skin, dark circles under the eyes, small raised bumps, Itchy skin, oozing and crusting, rash, raw, sensitive, swollen skin, areas of discoloration, red to brownish-gray patches"
Eczema Photos,"areas of discoloration, red to brownish-gray patches, raw, sensitive, swollen skin, thickened, cracked, or scaly skin, Itchy skin, dark circles under the eyes, oozing and crusting, rash, small raised bumps, dry skin"
Eczema Photos,"red to brownish-gray patches, dry skin, raw, sensitive, swollen skin, areas of discoloration, thickened, cracked, or scaly skin, rash, oozing and crusting, dark circles under the eyes, small raised bumps, Itchy skin"
Eczema Photos,"small raised bumps, thickened, cracked, or scaly skin, red to brownish-gray patches, dry skin, dark circles under the eyes, rash, oozing and crusting, Itchy skin, areas of discoloration, raw, sensitive, swollen skin"
Eczema Photos,"dry skin, small raised bumps, raw, sensitive, swollen skin, red to brownish-gray patches, dark circles under the eyes, thickened, cracked, or scaly skin, Itchy skin, areas of discoloration, rash, oozing and crusting"
Eczema Photos,"oozing and crusting, dry skin, rash, red to brownish-gray patches, areas of discoloration, dark circles under the eyes, thickened, cracked, or scaly skin, Itchy skin, small raised bumps, raw, sensitive, swollen skin"
Eczema Photos,"raw, sensitive, swollen skin, red to brownish-gray patches, Itchy skin, thickened, cracked, or scaly skin, areas of discoloration, rash, oozing and crusting, dry skin, dark circles under the eyes, small raised bumps"
Eczema Photos,"small raised bumps, raw, sensitive, swollen skin, dry skin, oozing and crusting, dark circles under the eyes, red to brownish-gray patches, areas of discoloration, thickened, cracked, or scaly skin, Itchy skin, rash"
Eczema Photos,"dark circles under the eyes, red to brownish-gray patches, rash, small raised bumps, Itchy skin, raw, sensitive, swollen skin, areas of discoloration, dry skin, thickened, cracked, or scaly skin, oozing and crusting"
Eczema Photos,"areas of discoloration, oozing and crusting, Itchy skin, dark circles under the eyes, thickened, cracked, or scaly skin, red to brownish-gray patches, dry skin, rash, raw, sensitive, swollen skin, small raised bumps"
Eczema Photos,"areas of discoloration, small raised bumps, rash, dark circles under the eyes, dry skin, oozing and crusting, raw, sensitive, swollen skin, Itchy skin, red to brownish-gray patches, thickened, cracked, or scaly skin"
Eczema Photos,"dark circles under the eyes, Itchy skin, rash, thickened, cracked, or scaly skin, dry skin, red to brownish-gray patches, oozing and crusting, raw, sensitive, swollen skin, small raised bumps, areas of discoloration"
Eczema Photos,"dry skin, thickened, cracked, or scaly skin, rash, oozing and crusting, red to brownish-gray patches, Itchy skin, small raised bumps, dark circles under the eyes, areas of discoloration, raw, sensitive, swollen skin"
Eczema Photos,"small raised bumps, raw, sensitive, swollen skin, thickened, cracked, or scaly skin, red to brownish-gray patches, dark circles under the eyes, areas of discoloration, dry skin, rash, oozing and crusting, Itchy skin"
Eczema Photos,"red to brownish-gray patches, rash, thickened, cracked, or scaly skin, small raised bumps, areas of discoloration, oozing and crusting, dark circles under the eyes, dry skin, raw, sensitive, swollen skin, Itchy skin"
Eczema Photos,"thickened, cracked, or scaly skin, areas of discoloration, oozing and crusting, raw, sensitive, swollen skin, Itchy skin, small raised bumps, dry skin, dark circles under the eyes, rash, red to brownish-gray patches"
Eczema Photos,"thickened, cracked, or scaly skin, areas of discoloration, small raised bumps, oozing and crusting, red to brownish-gray patches, Itchy skin, dark circles under the eyes, rash, raw, sensitive, swollen skin, dry skin"
Eczema Photos,"raw, sensitive, swollen skin, oozing and crusting, dark circles under the eyes, areas of discoloration, small raised bumps, thickened, cracked, or scaly skin, red to brownish-gray patches, Itchy skin, rash, dry skin"
Eczema Photos,"red to brownish-gray patches, dark circles under the eyes, areas of discoloration, rash, raw, sensitive, swollen skin, Itchy skin, small raised bumps, dry skin, thickened, cracked, or scaly skin, oozing and crusting"
Exanthems and Drug Eruptions,"itching, vomiting, fatigue, blisters, enlarged lymph nodes, purple spots, hives, skin peeling, swelling, nausea, Rash, fever, headache, joint pain, red spots"
Exanthems and Drug Eruptions,"nausea, headache, hives, purple spots, enlarged lymph nodes, fatigue, Rash, joint pain, itching, swelling, blisters, red spots, vomiting, skin peeling, fever"
Exanthems and Drug Eruptions,"purple spots, fatigue, skin peeling, nausea, swelling, hives, itching, vomiting, headache, red spots, joint pain, fever, Rash, enlarged lymph nodes, blisters"
Exanthems and Drug Eruptions,"hives, skin peeling, blisters, red spots, purple spots, Rash, fatigue, nausea, joint pain, swelling, fever, enlarged lymph nodes, itching, vomiting, headache"
Exanthems and Drug Eruptions,"fatigue, nausea, blisters, hives, purple spots, red spots, fever, itching, vomiting, skin peeling, headache, joint pain, enlarged lymph nodes, swelling, Rash"
Exanthems and Drug Eruptions,"hives, vomiting, itching, Rash, purple spots, red spots, swelling, skin peeling, nausea, fatigue, fever, enlarged lymph nodes, joint pain, blisters, headache"
Exanthems and Drug Eruptions,"Rash, itching, headache, blisters, skin peeling, vomiting, nausea, joint pain, fever, swelling, hives, fatigue, purple spots, red spots, enlarged lymph nodes"
Exanthems and Drug Eruptions,"swelling, enlarged lymph nodes, Rash, fever, joint pain, vomiting, skin peeling, nausea, headache, fatigue, hives, blisters, red spots, purple spots, itching"
Exanthems and Drug Eruptions,"Rash, fever, purple spots, hives, skin peeling, blisters, red spots, joint pain, itching, vomiting, headache, swelling, fatigue, nausea, enlarged lymph nodes"
Exanthems and Drug Eruptions,"blisters, enlarged lymph nodes, joint pain, red spots, fever, hives, skin peeling, vomiting, nausea, swelling, fatigue, headache, itching, purple spots, Rash"
Exanthems and Drug Eruptions,"vomiting, headache, purple spots, enlarged lymph nodes, joint pain, Rash, fever, nausea, blisters, itching, skin peeling, fatigue, hives, swelling, red spots"
Exanthems and Drug Eruptions,"swelling, Rash, red spots, hives, skin peeling, itching, fatigue, joint pain, blisters, enlarged lymph nodes, vomiting, fever, headache, nausea, purple spots"
Exanthems and Drug Eruptions,"red spots, nausea, swelling, itching, skin peeling, fever, blisters, vomiting, enlarged lymph nodes, joint pain, hives, purple spots, Rash, fatigue, headache"
Exanthems and Drug Eruptions,"hives, blisters, nausea, skin peeling, purple spots, swelling, red spots, Rash, joint pain, fever, enlarged lymph nodes, itching, vomiting, headache, fatigue"
Exanthems and Drug Eruptions,"fatigue, red spots, enlarged lymph nodes, Rash, hives, purple spots, fever, vomiting, skin peeling, blisters, itching, swelling, nausea, headache, joint pain"
Exanthems and Drug Eruptions,"joint pain, blisters, headache, swelling, nausea, skin peeling, fatigue, hives, red spots, itching, fever, vomiting, enlarged lymph nodes, Rash, purple spots"
Exanthems and Drug Eruptions,"enlarged lymph nodes, itching, nausea, vomiting, fatigue, red spots, purple spots, headache, hives, fever, blisters, Rash, skin peeling, joint pain, swelling"
Exanthems and Drug Eruptions,"fatigue, blisters, hives, purple spots, red spots, vomiting, joint pain, enlarged lymph nodes, swelling, nausea, fever, skin peeling, headache, itching, Rash"
Exanthems and Drug Eruptions,"Rash, nausea, blisters, fever, vomiting, swelling, itching, enlarged lymph nodes, hives, headache, joint pain, skin peeling, red spots, purple spots, fatigue"
Exanthems and Drug Eruptions,"swelling, purple spots, vomiting, blisters, enlarged lymph nodes, red spots, headache, fever, itching, Rash, fatigue, nausea, hives, joint pain, skin peeling"
Exanthems and Drug Eruptions,"enlarged lymph nodes, Rash, skin peeling, purple spots, hives, headache, itching, joint pain, vomiting, red spots, blisters, fever, nausea, swelling, fatigue"
Exanthems and Drug Eruptions,"skin peeling, enlarged lymph nodes, fever, hives, joint pain, itching, fatigue, vomiting, blisters, red spots, purple spots, headache, nausea, swelling, Rash"
Exanthems and Drug Eruptions,"purple spots, fatigue, fever, swelling, skin peeling, Rash, red spots, headache, blisters, hives, enlarged lymph nodes, nausea, vomiting, itching, joint pain"
Exanthems and Drug Eruptions,"skin peeling, vomiting, nausea, joint pain, headache, swelling, hives, enlarged lymph nodes, fever, red spots, Rash, purple spots, fatigue, itching, blisters"
Exanthems and Drug Eruptions,"purple spots, enlarged lymph nodes, itching, Rash, swelling, nausea, headache, skin peeling, vomiting, fatigue, blisters, joint pain, fever, hives, red spots"
Exanthems and Drug Eruptions,"purple spots, itching, fever, Rash, hives, red spots, swelling, enlarged lymph nodes, fatigue, vomiting, blisters, headache, skin peeling, nausea, joint pain"
Exanthems and Drug Eruptions,"enlarged lymph nodes, fever, joint pain, Rash, headache, skin peeling, itching, swelling, nausea, red spots, blisters, vomiting, purple spots, fatigue, hives"
Exanthems and Drug Eruptions,"nausea, hives, purple spots, fatigue, vomiting, skin peeling, Rash, fever, blisters, joint pain, headache, swelling, itching, red spots, enlarged lymph nodes"
Exanthems and Drug Eruptions,"headache, Rash, fever, nausea, hives, swelling, itching, fatigue, blisters, enlarged lymph nodes, vomiting, joint pain, purple spots, skin peeling, red spots"
Exanthems and Drug Eruptions,"skin peeling, Rash, nausea, vomiting, joint pain, swelling, hives, fatigue, fever, enlarged lymph nodes, purple spots, itching, blisters, red spots, headache"
Exanthems and Drug Eruptions,"hives, swelling, headache, itching, skin peeling, purple spots, blisters, red spots, joint pain, vomiting, nausea, fatigue, enlarged lymph nodes, fever, Rash"
Exanthems and Drug Eruptions,"blisters, skin peeling, red spots, fatigue, enlarged lymph nodes, nausea, swelling, joint pain, Rash, fever, headache, purple spots, vomiting, hives, itching"
Exanthems and Drug Eruptions,"enlarged lymph nodes, hives, nausea, itching, purple spots, fever, fatigue, joint pain, headache, blisters, red spots, swelling, skin peeling, Rash, vomiting"
Exanthems and Drug Eruptions,"headache, fever, joint pain, blisters, hives, purple spots, Rash, red spots, swelling, enlarged lymph nodes, vomiting, itching, nausea, fatigue, skin peeling"
Exanthems and Drug Eruptions,"enlarged lymph nodes, itching, headache, fever, swelling, hives, vomiting, skin peeling, nausea, fatigue, red spots, blisters, joint pain, Rash, purple spots"
Exanthems and Drug Eruptions,"swelling, fever, vomiting, itching, fatigue, hives, headache, purple spots, blisters, skin peeling, enlarged lymph nodes, nausea, Rash, joint pain, red spots"
Exanthems and Drug Eruptions,"purple spots, fever, swelling, red spots, nausea, vomiting, enlarged lymph nodes, itching, headache, hives, skin peeling, fatigue, Rash, blisters, joint pain"
Exanthems and Drug Eruptions,"purple spots, skin peeling, red spots, hives, nausea, fever, itching, blisters, fatigue, Rash, vomiting, enlarged lymph nodes, headache, swelling, joint pain"
Exanthems and Drug Eruptions,"headache, skin peeling, purple spots, blisters, vomiting, Rash, red spots, fatigue, nausea, fever, joint pain, itching, swelling, enlarged lymph nodes, hives"
Exanthems and Drug Eruptions,"itching, blisters, joint pain, skin peeling, fever, Rash, swelling, hives, fatigue, enlarged lymph nodes, vomiting, headache, purple spots, red spots, nausea"
Exanthems and Drug Eruptions,"vomiting, fatigue, fever, purple spots, hives, joint pain, red spots, blisters, headache, enlarged lymph nodes, itching, Rash, skin peeling, nausea, swelling"
Exanthems and Drug Eruptions,"Rash, joint pain, itching, blisters, skin peeling, fever, red spots, fatigue, headache, hives, swelling, nausea, purple spots, enlarged lymph nodes, vomiting"
Exanthems and Drug Eruptions,"red spots, vomiting, headache, purple spots, Rash, nausea, enlarged lymph nodes, swelling, joint pain, blisters, hives, itching, fatigue, fever, skin peeling"
Exanthems and Drug Eruptions,"nausea, fatigue, purple spots, Rash, vomiting, enlarged lymph nodes, joint pain, fever, blisters, red spots, swelling, hives, itching, skin peeling, headache"
Exanthems and Drug Eruptions,"blisters, headache, hives, vomiting, enlarged lymph nodes, fever, joint pain, purple spots, Rash, fatigue, red spots, nausea, skin peeling, swelling, itching"
Exanthems and Drug Eruptions,"vomiting, hives, Rash, blisters, swelling, nausea, purple spots, red spots, skin peeling, itching, enlarged lymph nodes, headache, fever, fatigue, joint pain"
Exanthems and Drug Eruptions,"blisters, skin peeling, Rash, vomiting, enlarged lymph nodes, itching, nausea, joint pain, headache, fever, swelling, purple spots, fatigue, red spots, hives"
Exanthems and Drug Eruptions,"skin peeling, blisters, itching, nausea, swelling, purple spots, headache, hives, vomiting, fatigue, red spots, joint pain, enlarged lymph nodes, fever, Rash"
Exanthems and Drug Eruptions,"fever, nausea, swelling, purple spots, itching, red spots, headache, blisters, enlarged lymph nodes, fatigue, skin peeling, hives, vomiting, Rash, joint pain"
Exanthems and Drug Eruptions,"enlarged lymph nodes, joint pain, Rash, nausea, fever, blisters, headache, fatigue, skin peeling, hives, swelling, red spots, purple spots, vomiting, itching"
Exanthems and Drug Eruptions,"itching, headache, blisters, purple spots, joint pain, Rash, enlarged lymph nodes, skin peeling, swelling, hives, nausea, red spots, vomiting, fatigue, fever"
Exanthems and Drug Eruptions,"swelling, skin peeling, headache, joint pain, red spots, nausea, enlarged lymph nodes, vomiting, purple spots, fever, hives, itching, blisters, Rash, fatigue"
Exanthems and Drug Eruptions,"red spots, purple spots, itching, hives, blisters, fatigue, headache, joint pain, skin peeling, nausea, fever, vomiting, Rash, swelling, enlarged lymph nodes"
Exanthems and Drug Eruptions,"enlarged lymph nodes, Rash, red spots, nausea, hives, fatigue, joint pain, swelling, purple spots, blisters, vomiting, itching, fever, headache, skin peeling"
Exanthems and Drug Eruptions,"vomiting, blisters, joint pain, fever, fatigue, itching, swelling, hives, headache, purple spots, enlarged lymph nodes, skin peeling, red spots, Rash, nausea"
Exanthems and Drug Eruptions,"nausea, swelling, skin peeling, blisters, joint pain, headache, vomiting, purple spots, Rash, hives, fever, fatigue, itching, enlarged lymph nodes, red spots"
Exanthems and Drug Eruptions,"headache, skin peeling, fatigue, Rash, red spots, swelling, enlarged lymph nodes, joint pain, fever, purple spots, vomiting, nausea, itching, blisters, hives"
Exanthems and Drug Eruptions,"blisters, itching, fatigue, swelling, vomiting, hives, purple spots, skin peeling, fever, nausea, headache, joint pain, Rash, enlarged lymph nodes, red spots"
Exanthems and Drug Eruptions,"purple spots, hives, joint pain, enlarged lymph nodes, Rash, red spots, nausea, fever, blisters, swelling, headache, vomiting, skin peeling, fatigue, itching"
Exanthems and Drug Eruptions,"nausea, blisters, Rash, red spots, skin peeling, joint pain, itching, fever, purple spots, hives, fatigue, vomiting, headache, swelling, enlarged lymph nodes"
Exanthems and Drug Eruptions,"skin peeling, Rash, vomiting, headache, joint pain, fever, itching, red spots, hives, fatigue, nausea, blisters, swelling, enlarged lymph nodes, purple spots"
Exanthems and Drug Eruptions,"red spots, swelling, fatigue, headache, vomiting, nausea, hives, enlarged lymph nodes, fever, itching, blisters, Rash, joint pain, purple spots, skin peeling"
Monkeypox,"redness, swollen lymph nodes, crusts, skin rash, pus-filled lesions, Fever, muscle aches, scabs, pimples, pain, chills, exhaustion, blisters, itching, headache"
Monkeypox,"pain, headache, muscle aches, blisters, itching, exhaustion, crusts, pimples, pus-filled lesions, Fever, scabs, skin rash, swollen lymph nodes, chills, redness"
Monkeypox,"swollen lymph nodes, crusts, pus-filled lesions, skin rash, headache, chills, itching, scabs, blisters, Fever, pain, pimples, redness, exhaustion, muscle aches"
Monkeypox,"pain, redness, swollen lymph nodes, itching, pus-filled lesions, Fever, blisters, scabs, chills, muscle aches, skin rash, crusts, headache, pimples, exhaustion"
Monkeypox,"muscle aches, exhaustion, itching, redness, crusts, pain, scabs, pus-filled lesions, headache, blisters, Fever, pimples, swollen lymph nodes, chills, skin rash"
Monkeypox,"muscle aches, exhaustion, redness, headache, Fever, chills, scabs, crusts, skin rash, pain, itching, pus-filled lesions, swollen lymph nodes, blisters, pimples"
Monkeypox,"redness, pus-filled lesions, headache, Fever, scabs, pain, crusts, exhaustion, pimples, itching, swollen lymph nodes, skin rash, chills, blisters, muscle aches"
Monkeypox,"pimples, skin rash, Fever, exhaustion, swollen lymph nodes, itching, chills, crusts, pus-filled lesions, pain, redness, scabs, muscle aches, headache, blisters"
Monkeypox,"pimples, blisters, exhaustion, skin rash, headache, chills, Fever, pus-filled lesions, crusts, muscle aches, redness, pain, itching, scabs, swollen lymph nodes"
Monkeypox,"scabs, crusts, blisters, itching, muscle aches, pain, Fever, skin rash, exhaustion, chills, pimples, swollen lymph nodes, redness, headache, pus-filled lesions"
Monkeypox,"scabs, pus-filled lesions, redness, chills, pimples, crusts, exhaustion, headache, Fever, muscle aches, blisters, swollen lymph nodes, skin rash, itching, pain"
Monkeypox,"headache, skin rash, exhaustion, scabs, redness, pus-filled lesions, itching, pimples, swollen lymph nodes, blisters, pain, chills, muscle aches, crusts, Fever"
Monkeypox,"pimples, headache, exhaustion, pain, itching, swollen lymph nodes, redness, scabs, skin rash, pus-filled lesions, crusts, Fever, muscle aches, blisters, chills"
Monkeypox,"pus-filled lesions, swollen lymph nodes, skin rash, crusts, itching, blisters, muscle aches, chills, redness, Fever, pimples, pain, headache, scabs, exhaustion"
Monkeypox,"scabs, muscle aches, headache, swollen lymph nodes, pus-filled lesions, chills, skin rash, exhaustion, crusts, redness, Fever, itching, pain, blisters, pimples"
Monkeypox,"pus-filled lesions, pain, muscle aches, itching, Fever, headache, skin rash, exhaustion, swollen lymph nodes, redness, chills, crusts, blisters, scabs, pimples"
Monkeypox,"itching, chills, pus-filled lesions, Fever, pimples, muscle aches, skin rash, crusts, exhaustion, headache, redness, swollen lymph nodes, scabs, pain, blisters"
Monkeypox,"muscle aches, pimples, headache, Fever, pain, exhaustion, swollen lymph nodes, skin rash, blisters, chills, crusts, scabs, itching, redness, pus-filled lesions"
Monkeypox,"scabs, pimples, Fever, redness, swollen lymph nodes, crusts, pain, skin rash, chills, headache, muscle aches, itching, pus-filled lesions, blisters, exhaustion"
Monkeypox,"blisters, skin rash, chills, Fever, pus-filled lesions, crusts, itching, muscle aches, scabs, pain, pimples, exhaustion, headache, swollen lymph nodes, redness"
Monkeypox,"crusts, pimples, blisters, exhaustion, swollen lymph nodes, scabs, redness, chills, itching, pus-filled lesions, headache, skin rash, Fever, muscle aches, pain"
Monkeypox,"pimples, muscle aches, redness, crusts, itching, headache, swollen lymph nodes, pain, exhaustion, skin rash, Fever, blisters, chills, pus-filled lesions, scabs"
Monkeypox,"muscle aches, pimples, blisters, skin rash, redness, itching, headache, swollen lymph nodes, pain, scabs, crusts, exhaustion, pus-filled lesions, chills, Fever"
Monkeypox,"Fever, pimples, muscle aches, redness, scabs, blisters, exhaustion, pus-filled lesions, swollen lymph nodes, itching, headache, skin rash, chills, crusts, pain"
Monkeypox,"crusts, muscle aches, scabs, skin rash, blisters, pus-filled lesions, itching, swollen lymph nodes, chills, pimples, redness, pain, exhaustion, headache, Fever"
Monkeypox,"swollen lymph nodes, chills, skin rash, scabs, pain, muscle aches, headache, blisters, pus-filled lesions, Fever, itching, exhaustion, pimples, crusts, redness"
Monkeypox,"pus-filled lesions, muscle aches, scabs, pimples, swollen lymph nodes, blisters, exhaustion, redness, Fever, chills, crusts, headache, itching, skin rash, pain"
Monkeypox,"chills, swollen lymph nodes, pus-filled lesions, blisters, headache, crusts, exhaustion, scabs, redness, skin rash, muscle aches, Fever, pimples, pain, itching"
Monkeypox,"headache, chills, swollen lymph nodes, scabs, pain, redness, Fever, exhaustion, itching, pus-filled lesions, skin rash, blisters, crusts, muscle aches, pimples"
Monkeypox,"pus-filled lesions, skin rash, scabs, crusts, blisters, exhaustion, pimples, redness, Fever, itching, swollen lymph nodes, headache, pain, muscle aches, chills"
Monkeypox,"swollen lymph nodes, pus-filled lesions, skin rash, pimples, scabs, muscle aches, pain, exhaustion, blisters, Fever, redness, crusts, itching, chills, headache"
Monkeypox,"scabs, pus-filled lesions, itching, crusts, muscle aches, blisters, exhaustion, Fever, swollen lymph nodes, pain, headache, redness, pimples, chills, skin rash"
Monkeypox,"pus-filled lesions, blisters, skin rash, redness, chills, exhaustion, Fever, itching, pain, muscle aches, crusts, swollen lymph nodes, headache, pimples, scabs"
Monkeypox,"swollen lymph nodes, redness, pus-filled lesions, muscle aches, crusts, blisters, chills, pimples, Fever, pain, headache, skin rash, exhaustion, scabs, itching"
Monkeypox,"headache, pimples, itching, blisters, Fever, crusts, pus-filled lesions, exhaustion, muscle aches, redness, swollen lymph nodes, skin rash, scabs, chills, pain"
Monkeypox,"redness, crusts, chills, muscle aches, headache, exhaustion, Fever, pus-filled lesions, swollen lymph nodes, pimples, skin rash, itching, pain, blisters, scabs"
Monkeypox,"redness, muscle aches, swollen lymph nodes, headache, exhaustion, pain, itching, blisters, pus-filled lesions, skin rash, chills, crusts, pimples, Fever, scabs"
Monkeypox,"headache, skin rash, muscle aches, scabs, pus-filled lesions, Fever, itching, pain, blisters, chills, swollen lymph nodes, pimples, exhaustion, redness, crusts"
Monkeypox,"headache, pus-filled lesions, pimples, skin rash, scabs, muscle aches, itching, blisters, swollen lymph nodes, crusts, Fever, redness, exhaustion, pain, chills"
Monkeypox,"skin rash, chills, redness, pus-filled lesions, pimples, muscle aches, headache, itching, swollen lymph nodes, scabs, crusts, exhaustion, blisters, pain, Fever"
Monkeypox,"skin rash, pimples, blisters, muscle aches, itching, Fever, headache, pain, redness, pus-filled lesions, crusts, swollen lymph nodes, exhaustion, scabs, chills"
Monkeypox,"crusts, scabs, pimples, Fever, exhaustion, swollen lymph nodes, muscle aches, redness, skin rash, itching, chills, blisters, headache, pain, pus-filled lesions"
Monkeypox,"skin rash, pain, headache, muscle aches, crusts, exhaustion, chills, swollen lymph nodes, itching, Fever, redness, scabs, blisters, pus-filled lesions, pimples"
Monkeypox,"pus-filled lesions, crusts, skin rash, blisters, muscle aches, swollen lymph nodes, scabs, chills, pain, exhaustion, Fever, redness, headache, itching, pimples"
Monkeypox,"blisters, swollen lymph nodes, crusts, pain, chills, skin rash, muscle aches, pimples, pus-filled lesions, exhaustion, redness, Fever, headache, itching, scabs"
Monkeypox,"pimples, scabs, chills, muscle aches, redness, swollen lymph nodes, pain, headache, crusts, Fever, exhaustion, skin rash, itching, pus-filled lesions, blisters"
Monkeypox,"chills, swollen lymph nodes, Fever, blisters, redness, crusts, pimples, pus-filled lesions, itching, exhaustion, muscle aches, headache, scabs, skin rash, pain"
Monkeypox,"crusts, Fever, exhaustion, scabs, pain, pus-filled lesions, redness, headache, chills, skin rash, itching, pimples, blisters, swollen lymph nodes, muscle aches"
Monkeypox,"headache, pus-filled lesions, skin rash, exhaustion, crusts, redness, pain, blisters, swollen lymph nodes, itching, scabs, muscle aches, Fever, chills, pimples"
Monkeypox,"chills, exhaustion, Fever, crusts, pus-filled lesions, skin rash, headache, pimples, itching, swollen lymph nodes, muscle aches, blisters, redness, scabs, pain"
Monkeypox,"scabs, Fever, skin rash, muscle aches, itching, redness, blisters, pus-filled lesions, chills, headache, swollen lymph nodes, pain, exhaustion, pimples, crusts"
Monkeypox,"crusts, muscle aches, skin rash, Fever, pimples, pus-filled lesions, exhaustion, itching, redness, blisters, chills, scabs, swollen lymph nodes, pain, headache"
Monkeypox,"itching, skin rash, exhaustion, swollen lymph nodes, chills, pimples, pain, blisters, headache, Fever, crusts, muscle aches, redness, scabs, pus-filled lesions"
Monkeypox,"redness, Fever, pimples, headache, blisters, pus-filled lesions, pain, skin rash, muscle aches, exhaustion, itching, swollen lymph nodes, scabs, chills, crusts"
Monkeypox,"itching, blisters, redness, scabs, pus-filled lesions, muscle aches, skin rash, crusts, exhaustion, pain, Fever, pimples, chills, headache, swollen lymph nodes"
Monkeypox,"crusts, pain, muscle aches, chills, exhaustion, pimples, blisters, headache, skin rash, redness, pus-filled lesions, itching, scabs, swollen lymph nodes, Fever"
Monkeypox,"pus-filled lesions, crusts, itching, muscle aches, chills, swollen lymph nodes, scabs, redness, pimples, Fever, skin rash, exhaustion, headache, blisters, pain"
Monkeypox,"chills, pimples, Fever, skin rash, pain, itching, headache, redness, pus-filled lesions, exhaustion, scabs, blisters, swollen lymph nodes, muscle aches, crusts"
Monkeypox,"swollen lymph nodes, crusts, redness, muscle aches, scabs, pus-filled lesions, Fever, pain, exhaustion, headache, chills, skin rash, itching, blisters, pimples"
Monkeypox,"muscle aches, blisters, itching, redness, pimples, scabs, chills, swollen lymph nodes, pus-filled lesions, exhaustion, Fever, crusts, pain, skin rash, headache"
Monkeypox,"pus-filled lesions, swollen lymph nodes, muscle aches, blisters, chills, Fever, skin rash, pain, crusts, exhaustion, headache, itching, scabs, pimples, redness"
Monkeypox,"crusts, pus-filled lesions, itching, Fever, skin rash, blisters, swollen lymph nodes, muscle aches, scabs, chills, headache, redness, pain, pimples, exhaustion"
Normal,"no lesions, clear skin, no itching, no blisters, no redness, No symptoms, no discoloration, no swelling, healthy appearance, no pain, no rash"
Normal,"no redness, no swelling, no lesions, clear skin, no itching, no pain, healthy appearance, no discoloration, No symptoms, no rash, no blisters"
Normal,"no pain, no lesions, no swelling, clear skin, No symptoms, no blisters, no redness, healthy appearance, no discoloration, no itching, no rash"
Normal,"no blisters, No symptoms, no pain, no discoloration, no lesions, no itching, healthy appearance, no swelling, no redness, clear skin, no rash"
Normal,"no swelling, no discoloration, healthy appearance, No symptoms, no pain, no blisters, no redness, clear skin, no rash, no lesions, no itching"
Normal,"no redness, no swelling, no itching, no pain, clear skin, no lesions, no blisters, no rash, No symptoms, healthy appearance, no discoloration"
Normal,"healthy appearance, no rash, no blisters, no discoloration, no swelling, clear skin, No symptoms, no lesions, no pain, no redness, no itching"
Normal,"no pain, No symptoms, no redness, no itching, no blisters, no discoloration, no lesions, clear skin, no rash, no swelling, healthy appearance"
Normal,"no itching, no lesions, no pain, no discoloration, No symptoms, healthy appearance, clear skin, no swelling, no blisters, no redness, no rash"
Normal,"no discoloration, no redness, no swelling, healthy appearance, no blisters, no rash, no lesions, no itching, clear skin, No symptoms, no pain"
Normal,"healthy appearance, no discoloration, no pain, clear skin, no blisters, no redness, no itching, no swelling, no rash, no lesions, No symptoms"
Normal,"no itching, clear skin, no discoloration, no redness, no pain, healthy appearance, no lesions, no swelling, no rash, No symptoms, no blisters"
Normal,"no rash, no blisters, no redness, healthy appearance, No symptoms, no itching, no pain, clear skin, no discoloration, no lesions, no swelling"
Normal,"no pain, No symptoms, clear skin, no rash, no blisters, no redness, no swelling, no lesions, no itching, no discoloration, healthy appearance"
Normal,"no rash, no blisters, no swelling, no discoloration, healthy appearance, no redness, clear skin, no pain, No symptoms, no itching, no lesions"
Normal,"no rash, no redness, no swelling, no blisters, healthy appearance, no discoloration, no itching, no pain, No symptoms, no lesions, clear skin"
Normal,"clear skin, no redness, No symptoms, healthy appearance, no blisters, no itching, no discoloration, no lesions, no swelling, no rash, no pain"
Normal,"no itching, no discoloration, clear skin, no rash, no blisters, no swelling, no pain, no lesions, No symptoms, no redness, healthy appearance"
Normal,"clear skin, no itching, healthy appearance, no discoloration, no swelling, no redness, no rash, No symptoms, no blisters, no pain, no lesions"
Normal,"no swelling, No symptoms, no itching, healthy appearance, no pain, no lesions, no redness, clear skin, no blisters, no rash, no discoloration"
Normal,"No symptoms, no redness, no pain, healthy appearance, no swelling, no discoloration, no blisters, no itching, no lesions, no rash, clear skin"
Normal,"no blisters, no pain, no discoloration, clear skin, no lesions, healthy appearance, no rash, no itching, no swelling, No symptoms, no redness"
Normal,"no redness, no blisters, No symptoms, no rash, no itching, healthy appearance, clear skin, no swelling, no lesions, no pain, no discoloration"
Normal,"no pain, clear skin, no discoloration, no swelling, no lesions, no itching, no rash, no blisters, no redness, healthy appearance, No symptoms"
Normal,"clear skin, no pain, no blisters, no rash, no lesions, No symptoms, healthy appearance, no redness, no discoloration, no itching, no swelling"
Normal,"no lesions, no blisters, no redness, healthy appearance, no itching, no pain, no swelling, clear skin, no rash, no discoloration, No symptoms"
